300630,N普利
603178,N圣龙
002774,快意电梯
300631,久吾高科
002857,三晖电气
603138,海量数据
002858,力盛赛车
000617,中油资本
300629,新劲刚
000413,东旭光电
300627,华测导航
600165,新日恒力
002807,江阴银行
002479,富春环保
002749,国光股份
600581,*ST八钢
002044,美年健康
002805,丰元股份
002359,齐星铁塔
600075,新疆天业
601199,江南水务
600116,三峡水利
300338,开元仪器
600428,中远海特
603126,中材节能
300456,耐威科技
000532,力合股份
002506,协鑫集成
000020,深华发Ａ
601919,中远海控
300008,天海防务
002663,普邦股份
000828,东莞控股
002389,南洋科技
002466,天齐锂业
000778,新兴铸管
002028,思源电气
600828,茂业商业
600538,国发股份
002158,汉钟精机
600338,西藏珠峰
002084,海鸥卫浴
600340,华夏幸福
002342,巨力索具
300401,花园生物
000615,京汉股份
600819,耀皮玻璃
300446,乐凯新材
000725,京东方Ａ
002497,雅化集团
600781,辅仁药业
300172,中电环保
600727,鲁北化工
000040,东旭蓝天
002453,天马精化
601607,上海医药
600268,国电南自
600432,*ST吉恩
002077,大港股份
002536,西泵股份
002204,大连重工
601866,中远海发
300138,晨光生物
300101,振芯科技
600114,东睦股份
600985,雷鸣科化
002322,理工环科
603333,明星电缆
601718,际华集团
002499,科林环保
600250,南纺股份
600885,宏发股份
300210,森远股份
300041,回天新材
000728,国元证券
300453,三鑫医疗
600578,京能电力
002090,金智科技
002565,顺灏股份
000546,金圆股份
002246,北化股份
600271,航天信息
600135,乐凯胶片
002669,康达新材
002626,金达威
601668,中国建筑
000421,南京公用
600098,广州发展
600663,陆家嘴
000782,美达股份
300166,东方国信
300438,鹏辉能源
002410,广联达
000062,深圳华强
600343,航天动力
600429,三元股份
600226,升华拜克
600777,新潮能源
600377,宁沪高速
603822,嘉澳环保
002302,西部建设
601872,招商轮船
600383,金地集团
600283,钱江水利
300475,聚隆科技
600775,南京熊猫
000401,冀东水泥
600175,美都能源
300206,理邦仪器
300003,乐普医疗
300137,先河环保
000616,海航投资
300203,聚光科技
000965,天保基建
002126,银轮股份
600215,长春经开
000426,兴业矿业
000893,东凌国际
002062,宏润建设
000691,ST亚太
600555,海航创新
300107,建新股份
600196,复星医药
600711,盛屯矿业
600854,春兰股份
000030,富奥股份
600546,*ST山煤
300091,金通灵
002225,濮耐股份
002146,荣盛发展
600562,国睿科技
000759,中百集团
601155,新城控股
300096,易联众
000554,泰山石油
600029,南方航空
300103,达刚路机
300408,三环集团
000039,中集集团
000009,中国宝安
600064,南京高科
300318,博晖创新
600990,四创电子
600159,大龙地产
002275,桂林三金
603019,中科曙光
000882,华联股份
603997,继峰股份
002553,南方轴承
002330,得利斯
300135,宝利国际
002459,天业通联
000070,特发信息
002494,华斯股份
002613,北玻股份
600475,华光股份
600010,包钢股份
600461,洪城水业
000685,中山公用
000918,嘉凯城
600386,北巴传媒
300048,合康新能
002594,比亚迪
600568,中珠医疗
300425,环能科技
000985,大庆华科
600055,万东医疗
002268,卫 士 通
300157,恒泰艾普
000529,广弘控股
000709,河钢股份
600009,上海机场
600510,黑牡丹
000338,潍柴动力
600908,无锡银行
300343,联创互联
600830,香溢融通
600780,通宝能源
300491,通合科技
000561,烽火电子
000917,电广传媒
002032,苏 泊 尔
002726,龙大肉食
002141,贤丰控股
000619,海螺型材
002038,双鹭药业
600841,上柴股份
300287,飞利信
600291,西水股份
600628,新世界
600787,中储股份
600405,动力源
002211,宏达新材
600382,广东明珠
600267,海正药业
000650,仁和药业
300115,长盈精密
002101,广东鸿图
300117,嘉寓股份
601101,昊华能源
600459,贵研铂业
600615,丰华股份
600026,中远海能
600421,仰帆控股
600111,北方稀土
600886,国投电力
603969,银龙股份
000629,*ST钒钛
601126,四方股份
600519,贵州茅台
603069,海汽集团
600868,梅雁吉祥
002130,沃尔核材
000898,鞍钢股份
000031,中粮地产
300302,同有科技
002043,兔 宝 宝
300105,龙源技术
600737,中粮糖业
600211,西藏药业
000901,航天科技
002514,宝馨科技
600365,通葡股份
600007,中国国贸
000570,苏常柴Ａ
600187,国中水务
600809,山西汾酒
000002,万 科Ａ
300187,永清环保
600037,歌华有线
002254,泰和新材
603616,韩建河山
601339,百隆东方
300337,银邦股份
600166,福田汽车
000822,山东海化
600597,光明乳业
000937,冀中能源
000930,中粮生化
600303,曙光股份
603889,新澳股份
000816,智慧农业
600119,长江投资
002461,珠江啤酒
300263,隆华节能
000807,云铝股份
002470,金正大
000402,金 融 街
600446,金证股份
000523,广州浪奇
600861,北京城乡
002457,青龙管业
002165,红 宝 丽
600765,中航重机
601958,金钼股份
002045,国光电器
600648,外高桥
601128,常熟银行
000700,模塑科技
002441,众业达
601388,怡球资源
300335,迪森股份
002404,嘉欣丝绸
300285,国瓷材料
600252,中恒集团
601992,金隅股份
002586,围海股份
000883,湖北能源
600058,五矿发展
601618,中国中冶
601928,凤凰传媒
600704,物产中大
000096,广聚能源
600617,国新能源
000889,茂业通信
600598,北大荒
300339,润和软件
600482,中国动力
002223,鱼跃医疗
600348,阳泉煤业
600300,维维股份
000718,苏宁环球
