000652,泰达股份
600874,创业环保
002858,力盛赛车
300629,新劲刚
603969,银龙股份
300075,数字政通
300603,立昂技术
300588,熙菱信息
603126,中材节能
603888,新华网
603138,海量数据
002774,快意电梯
300070,碧水源
603178,圣龙股份
300631,久吾高科
300635,达安股份
603041,美思德
300636,同和药业
300627,华测导航
002507,涪陵榨菜
002658,雪迪龙
600463,空港股份
300566,激智科技
300055,万邦达
002503,搜于特
300172,中电环保
002307,北新路桥
300571,平治信息
000897,津滨发展
603588,高能环境
300103,达刚路机
600298,安琪酵母
000830,鲁西化工
002494,华斯股份
000786,北新建材
000659,珠海中富
002242,九阳股份
002141,贤丰控股
002028,思源电气
002618,丹邦科技
000605,渤海股份
000158,常山股份
000036,华联控股
002233,塔牌集团
002158,汉钟精机
000402,金 融 街
002690,美亚光电
600727,鲁北化工
300036,超图软件
002543,万和电气
600116,三峡水利
601128,常熟银行
600480,凌云股份
603385,惠达卫浴
002060,粤 水 电
002857,三晖电气
600054,黄山旅游
000429,粤高速Ａ
300630,普利制药
600089,特变电工
002821,凯莱英
000767,漳泽电力
600743,华远地产
000581,威孚高科
002382,蓝帆医疗
002629,仁智股份
002035,华帝股份
600512,腾达建设
000022,深赤湾Ａ
002614,蒙发利
002811,亚泰国际
300298,三诺生物
603368,柳州医药
600162,香江控股
002431,棕榈股份
002770,科迪乳业
300124,汇川技术
002372,伟星新材
300107,建新股份
002032,苏 泊 尔
300113,顺网科技
000883,湖北能源
002359,齐星铁塔
000856,冀东装备
002643,万润股份
603366,日出东方
000629,*ST钒钛
300262,巴安水务
300415,伊之密
002831,裕同科技
600515,海航基础
002672,东江环保
002711,欧浦智网
600908,无锡银行
600854,春兰股份
002111,威海广泰
000568,泸州老窖
600717,天津港
600198,大唐电信
300444,双杰电气
600033,福建高速
002223,鱼跃医疗
002314,南山控股
600684,珠江实业
002045,国光电器
002016,世荣兆业
300137,先河环保
600309,万华化学
000965,天保基建
000539,粤电力Ａ
601607,上海医药
603958,哈森股份
002573,清新环境
600812,华北制药
603515,欧普照明
600086,东方金钰
600196,复星医药
000598,兴蓉环境
600518,康美药业
002038,双鹭药业
600795,国电电力
300424,航新科技
002415,海康威视
600132,重庆啤酒
601899,紫金矿业
600420,现代制药
002054,德美化工
600498,烽火通信
600004,白云机场
000070,特发信息
000069,华侨城Ａ
002254,泰和新材
600775,南京熊猫
600305,恒顺醋业
002342,巨力索具
000016,深康佳Ａ
000921,海信科龙
300365,恒华科技
600056,中国医药
000732,泰禾集团
600104,上汽集团
600893,中航动力
600323,瀚蓝环境
603816,顾家家居
000418,小天鹅Ａ
000656,金科股份
000400,许继电气
600674,川投能源
600436,片仔癀
002542,中化岩土
600048,保利地产
000002,万 科Ａ
600240,华业资本
000858,五 粮 液
600519,贵州茅台
600383,金地集团
002694,顾地科技
002411,必康股份
300210,森远股份
300453,三鑫医疗
002072,凯瑞德
600018,上港集团
600153,建发股份
600705,中航资本
002275,桂林三金
002256,兆新股份
600432,*ST吉恩
600568,中珠医疗
000822,山东海化
002003,伟星股份
600053,九鼎投资
600809,山西汾酒
000923,河北宣工
600900,长江电力
603889,新澳股份
601688,华泰证券
603398,邦宝益智
603345,安井食品
601111,中国国航
601069,西部黄金
601006,大秦铁路
600777,新潮能源
600696,*ST匹凸
600671,天目药业
600643,爱建集团
600609,金杯汽车
600565,迪马股份
600496,精工钢构
600340,华夏幸福
600165,新日恒力
600064,南京高科
600055,万东医疗
600023,浙能电力
300612,宣亚国际
300472,新元科技
300235,方直科技
300109,新开源
002807,江阴银行
002787,华源控股
002655,共达电声
002625,龙生股份
002619,巨龙管业
002586,围海股份
002280,联络互动
002076,雪 莱 特
000889,茂业通信
000760,斯太尔
000672,上峰水泥
000513,丽珠集团
000040,东旭蓝天
000034,神州数码
000027,深圳能源
600585,海螺水泥
002053,云南能投
300438,鹏辉能源
002677,浙江美大
600391,成发科技
000507,珠海港
002499,科林环保
300129,泰胜风能
601155,新城控股
002508,老板电器
000918,嘉凯城
600011,华能国际
000415,渤海金控
300259,新天科技
600835,上海机电
000709,河钢股份
601668,中国建筑
600421,仰帆控股
002244,滨江集团
002568,百润股份
000011,深物业A
603032,德新交运
002462,嘉事堂
600149,廊坊发展
002364,中恒电气
300015,爱尔眼科
000012,南 玻Ａ
600688,上海石化
600803,新奥股份
600021,上海电力
601933,永辉超市
000505,*ST珠江
601139,深圳燃气
600088,中视传媒
300003,乐普医疗
002015,霞客环保
000915,山大华特
600027,华电国际
600325,华发股份
000596,古井贡酒
002090,金智科技
000998,隆平高科
600872,中炬高新
300289,利德曼
002567,唐人神
002294,信立泰
002594,比亚迪
600212,江泉实业
600452,涪陵电力
002470,金正大
002043,兔 宝 宝
600118,中国卫星
600548,深高速
000401,冀东水泥
002531,天顺风能
601018,宁波港
002466,天齐锂业
002610,爱康科技
600161,天坛生物
000582,北部湾港
300187,永清环保
002044,美年健康
001979,招商蛇口
002572,索菲亚
600267,海正药业
600765,中航重机
002181,粤 传 媒
600252,中恒集团
300007,汉威电子
600612,老凤祥
600185,格力地产
000900,现代投资
600658,电子城
300549,优德精密
000685,中山公用
600779,水井坊
600600,青岛啤酒
000671,阳 光 城
600823,世茂股份
000958,东方能源
600639,浦东金桥
002363,隆基机械
600068,葛洲坝
600539,狮头股份
600157,永泰能源
000969,安泰科技
300091,金通灵
000683,远兴能源
600742,一汽富维
600805,悦达投资
002479,富春环保
600967,北方创业
002613,北玻股份
000738,中航动控
000068,华控赛格
600538,国发股份
002325,洪涛股份
600037,歌华有线
000920,南方汇通
002063,远光软件
600265,ST景谷
002410,广联达
600801,华新水泥
300208,恒顺众昇
601000,唐山港
600155,宝硕股份
601311,骆驼股份
600009,上海机场
600988,赤峰黄金
002581,未名医药
000987,越秀金控
600372,中航电子
000718,苏宁环球
600998,九州通
000901,航天科技
000905,厦门港务
000089,深圳机场
000616,海航投资
600871,石化油服
600499,科达洁能
601558,华锐风电
300255,常山药业
600879,航天电子
600100,同方股份
600297,广汇汽车
600410,华胜天成
600039,四川路桥
600726,华电能源
300357,我武生物
300337,银邦股份
600211,西藏药业
002477,雏鹰农牧
000014,沙河股份
300115,长盈精密
000403,ST生化
000419,通程控股
300157,恒泰艾普
600120,浙江东方
601669,中国电建
603822,嘉澳环保
600875,东方电气
300384,三联虹普
002213,特 尔 佳
000725,京东方Ａ
601258,庞大集团
601126,四方股份
300021,大禹节水
000006,深振业Ａ
600160,巨化股份
000631,顺发恒业
000009,中国宝安
002330,得利斯
600365,通葡股份
002665,首航节能
600201,生物股份
600007,中国国贸
600791,京能置业
000848,承德露露
600377,宁沪高速
002680,长生生物
000088,盐 田 港
601989,中国重工
300048,合康新能
600755,厦门国贸
600867,通化东宝
000039,中集集团
600074,保千里
002596,海南瑞泽
300355,蒙草生态
601718,际华集团
002536,西泵股份
601388,怡球资源
300122,智飞生物
002522,浙江众成
000030,富奥股份
002266,浙富控股
601890,亚星锚链
000667,美好置业
600780,通宝能源
002153,石基信息
002302,西部建设
600195,中牧股份
000005,世纪星源
600895,张江高科
300482,万孚生物
300146,汤臣倍健
002232,启明信息
600098,广州发展
000612,焦作万方
603333,明星电缆
000488,晨鸣纸业
600894,广日股份
600708,光明地产
000861,海印股份
601857,中国石油
002755,东方新星
600846,同济科技
002716,金贵银业
600663,陆家嘴
601333,广深铁路
000523,广州浪奇
002285,世联行
600483,福能股份
300408,三环集团
002237,恒邦股份
000096,广聚能源
600150,中国船舶
600863,内蒙华电
600067,冠城大通
600622,嘉宝集团
601107,四川成渝
600578,京能电力
600219,南山铝业
600648,外高桥
000062,深圳华强
300263,隆华节能
300041,回天新材
600677,航天通信
600399,抚顺特钢
600398,XD海澜之
002155,湖南黄金
002023,海特高新
600489,中金黄金
002422,科伦药业
000601,韶能股份
000338,潍柴动力
002441,众业达
600123,兰花科创
002267,陕天然气
601880,大连港
300338,开元仪器
603568,伟明环保
601208,东材科技
000031,中粮地产
600010,包钢股份
002682,龙洲股份
000518,四环生物
300197,铁汉生态
600783,鲁信创投
002013,中航机电
002688,金河生物
002436,兴森科技
002147,新光圆成
600328,兰太实业
002011,盾安环境
000025,特 力Ａ
600008,首创股份
002520,日发精机
000950,*ST建峰
600789,鲁抗医药
600111,北方稀土
000061,农 产 品
600288,大恒科技
000600,建投能源
002130,沃尔核材
002743,富煌钢构
002657,中科金财
600477,杭萧钢构
000548,湖南投资
600868,梅雁吉祥
000090,天健集团
000529,广弘控股
000048,康达尔
600665,天地源
300463,迈克生物
002146,荣盛发展
600446,金证股份
600135,乐凯胶片
002726,龙大肉食
600668,尖峰集团
600127,金健米业
601228,广州港
600629,华建集团
600284,浦东建设
600052,浙江广厦
600338,西藏珠峰
600382,广东明珠
300165,天瑞仪器
002135,东南网架
300397,天和防务
002666,德联集团
000038,深大通
000531,穗恒运Ａ
002506,协鑫集成
002413,雷科防务
601969,海南矿业
002457,青龙管业
300450,先导智能
600683,京投发展
603311,金海环境
000552,靖远煤电
600405,动力源
600017,日照港
002656,摩登大道
600393,粤泰股份
600435,北方导航
000753,漳州发展
600628,新世界
600617,国新能源
600746,江苏索普
603188,亚邦股份
600339,*ST油工
600500,中化国际
600072,中船科技
600108,亚盛集团
600449,宁夏建材
000807,云铝股份
600533,栖霞建设
600208,新湖中宝
600829,人民同泰
002630,华西能源
000517,荣安地产
002062,宏润建设
300388,国祯环保
600316,洪都航空
600310,桂东电力
000426,兴业矿业
000973,佛塑科技
600758,红阳能源
300335,迪森股份
600685,中船防务
600279,重庆港九
300081,恒信移动
300154,瑞凌股份
002399,海普瑞
600348,阳泉煤业
002322,理工环科
000886,海南高速
601600,中国铝业
000768,中航飞机
000599,青岛双星
600748,上实发展
601992,金隅股份
300368,汇金股份
300001,特锐德
000777,中核科技
600760,中航黑豹
600428,中远海特
000937,冀中能源
600581,*ST八钢
300191,潜能恒信
000020,深华发Ａ
600806,*ST昆机
002406,远东传动
002773,康弘药业
002077,大港股份
300125,易世达
600595,中孚实业
600802,福建水泥
000789,万年青
