300157,恒泰艾普
002302,西部建设
600545,新疆城建
600550,保变电气
002811,亚泰国际
300044,赛为智能
300639,凯普生物
300635,达安股份
600242,中昌数据
603165,荣晟环保
600291,西水股份
603078,江化微
002307,北新路桥
600354,敦煌种业
002745,木林森
603616,韩建河山
002774,快意电梯
300137,先河环保
300263,隆华节能
002011,盾安环境
002860,星帅尔
300075,数字政通
603036,如通股份
600874,创业环保
300640,德艺文创
300107,建新股份
603186,华正新材
600326,西藏天路
300637,扬帆新材
603969,银龙股份
002457,青龙管业
002282,博深工具
603538,美诺华
300632,光莆股份
002717,岭南园林
600292,远达环保
603906,龙蟠科技
300633,开立医疗
603966,法兰泰克
000158,常山股份
300641,正丹股份
300255,常山药业
300117,嘉寓股份
002858,力盛赛车
300638,广和通
002158,汉钟精机
300642,透景生命
601228,广州港
603920,世运电路
603881,数据港
603803,瑞斯康达
300629,新劲刚
002861,瀛通通讯
002542,中化岩土
603139,康惠制药
603081,大丰实业
603797,联泰环保
603826,坤彩科技
601003,柳钢股份
603787,新日股份
002524,光正集团
300648,星云股份
002865,钧达股份
002868,绿康生化
300647,超频三
300502,新易盛
600892,大晟文化
603232,格尔软件
002866,传艺科技
300534,陇神戎发
300539,横河模具
300531,优博讯
300602,飞荣达
300554,三超新材
603320,迪贝电气
300650,太龙照明
002795,永和智控
600629,华建集团
300334,津膜科技
300514,友讯达
300645,正元智慧
603501,韦尔股份
603505,金石资源
600908,无锡银行
002494,华斯股份
002798,帝王洁具
300546,雄帝科技
002621,三垒股份
600581,八一钢铁
000615,京汉股份
002867,周大生
002640,跨境通
603007,花王股份
603977,国泰集团
002803,吉宏股份
603085,天成自控
300095,华伍股份
002793,东音股份
002668,奥马电器
002449,国星光电
002823,凯中精密
002747,埃斯顿
603009,北特科技
002485,希努尔
300577,开润股份
002691,冀凯股份
300081,恒信移动
600202,哈空调
300332,天壕环境
300523,辰安科技
603239,浙江仙通
000605,渤海股份
002178,延华智能
600960,渤海活塞
600303,曙光股份
002742,三圣股份
002459,天业通联
600421,仰帆控股
300604,长川科技
300042,朗科科技
603131,上海沪工
300463,迈克生物
300451,创业软件
300515,三德科技
300037,新宙邦
300503,昊志机电
603169,兰石重装
600533,栖霞建设
600319,亚星化学
300611,美力科技
002677,浙江美大
300507,苏奥传感
002342,巨力索具
002643,万润股份
000965,天保基建
600160,巨化股份
002863,今飞凯达
300428,四通新材
600841,上柴股份
600161,天坛生物
002771,真视通
002188,巴士在线
002620,瑞和股份
300422,博世科
002377,国创高新
000333,美的集团
600496,精工钢构
603021,山东华鹏
603919,金徽酒
300446,乐凯新材
300013,新宁物流
603096,新经典
000676,智度股份
300617,安靠智电
002507,涪陵榨菜
002272,川润股份
600196,复星医药
002347,泰尔股份
000418,小天鹅Ａ
300590,移为通信
002110,三钢闽光
603050,科林电气
600843,上工申贝
300487,蓝晓科技
002783,凯龙股份
002121,科陆电子
002835,同为股份
300003,乐普医疗
000600,建投能源
603798,康普顿
300555,路通视信
002517,恺英网络
002523,天桥起重
000999,华润三九
603126,中材节能
300232,洲明科技
002254,泰和新材
300279,和晶科技
600753,东方银星
300595,欧普康视
600518,康美药业
600828,茂业商业
601008,连云港
600660,福耀玻璃
002354,天神娱乐
300484,蓝海华腾
002843,泰嘉股份
603030,全筑股份
000584,友利控股
002824,和胜股份
300288,朗玛信息
002008,大族激光
002137,麦达数字
002837,英维克
300152,科融环境
000968,*ST煤气
000517,荣安地产
603868,飞科电器
300284,苏交科
000504,*ST生物
002411,必康股份
300545,联得装备
601398,工商银行
300411,金盾股份
300522,世名科技
601238,广汽集团
002147,新光圆成
603788,宁波高发
603989,艾华集团
002373,千方科技
600475,华光股份
603515,欧普照明
000566,海南海药
002530,丰东股份
002315,焦点科技
002091,江苏国泰
601939,建设银行
002508,老板电器
300194,福安药业
600137,浪莎股份
300607,拓斯达
601669,中国电建
002497,雅化集团
300319,麦捷科技
300298,三诺生物
300219,鸿利智汇
000050,深天马Ａ
002365,永安药业
300547,川环科技
000759,中百集团
600079,人福医药
000923,河北宣工
300619,金银河
603818,曲美家居
300344,太空板业
603668,天马科技
603633,徕木股份
601012,隆基股份
000710,*ST天仪
603323,吴江银行
603218,日月股份
600388,龙净环保
002050,三花智控
002862,实丰文化
603638,艾迪精密
600133,东湖高新
300197,铁汉生态
002847,盐津铺子
002120,韵达股份
002286,保龄宝
002045,国光电器
002322,理工环科
300492,山鼎设计
600477,杭萧钢构
600132,重庆啤酒
002661,克明面业
603179,新泉股份
000507,珠海港
002392,北京利尔
600856,中天能源
002384,东山精密
600008,首创股份
000652,泰达股份
300055,万邦达
002126,银轮股份
600481,双良节能
600462,九有股份
600432,*ST吉恩
600375,华菱星马
600339,*ST油工
600277,亿利洁能
600165,新日恒力
600139,西部资源
600086,东方金钰
600004,白云机场
300612,宣亚国际
300543,朗科智能
300510,金冠电气
300478,杭州高新
300472,新元科技
300462,华铭智能
300440,运达科技
300423,鲁亿通
300268,万福生科
300235,方直科技
300192,科斯伍德
300109,新开源
300025,华星创业
002787,华源控股
002699,美盛文化
002642,荣之联
002625,龙生股份
002600,江粉磁材
002547,春兴精工
002513,蓝丰生化
002499,科林环保
002486,嘉麟杰
002427,尤夫股份
002417,三元达
002280,联络互动
002255,海陆重工
002252,上海莱士
002175,东方网络
002076,雪 莱 特
002072,凯瑞德
002049,紫光国芯
000950,*ST建峰
000862,银星能源
000656,金科股份
000613,*ST东海A
000611,*ST天首
000582,北部湾港
000034,神州数码
000032,深桑达Ａ
603006,联明股份
002356,赫美集团
002775,文科园林
600706,曲江文旅
002681,奋达科技
002857,三晖电气
300560,中富通
600619,海立股份
300039,上海凯宝
603360,百傲化学
300567,精测电子
600827,百联股份
600715,文投控股
300174,元力股份
002705,新宝股份
600516,方大炭素
000016,深康佳Ａ
002004,华邦健康
002027,分众传媒
300031,宝通科技
002451,摩恩电气
600729,重庆百货
002714,牧原股份
300087,荃银高科
300122,智飞生物
000606,神州易桥
603058,永吉股份
002509,天广中茂
300418,昆仑万维
002475,立讯精密
600463,空港股份
002333,罗普斯金
300357,我武生物
002510,天汽模
600426,华鲁恒升
000036,华联控股
002240,威华股份
600727,鲁北化工
000725,京东方Ａ
002294,信立泰
300461,田中精机
000411,英特集团
002311,海大集团
002763,汇洁股份
002840,华统股份
300296,利亚德
000778,新兴铸管
002846,英联股份
600529,山东药玻
300445,康斯特
601628,中国人寿
002090,金智科技
300021,大禹节水
002032,苏 泊 尔
600183,生益科技
002567,唐人神
002845,同兴达
000997,新 大 陆
000608,阳光股份
600020,中原高速
603208,江山欧派
000915,山大华特
300289,利德曼
300571,平治信息
603689,皖天然气
601231,环旭电子
002016,世荣兆业
603888,新华网
601128,常熟银行
002597,金禾实业
300585,奥联电子
601992,金隅股份
603160,汇顶科技
300433,蓝思科技
300206,理邦仪器
000513,丽珠集团
300085,银之杰
600167,联美控股
603958,哈森股份
600781,辅仁药业
002456,欧菲光
600539,狮头股份
002236,大华股份
600579,天华院
002859,洁美科技
002192,融捷股份
603022,新通联
603355,莱克电气
300347,泰格医药
601799,星宇股份
002164,宁波东力
002028,思源电气
002773,康弘药业
000063,中兴通讯
002054,德美化工
600511,国药股份
002633,申科股份
002026,山东威达
603338,浙江鼎力
000049,德赛电池
000856,冀东装备
603556,海兴电力
601318,中国平安
600612,老凤祥
300323,华灿光电
002034,美 欣 达
603288,海天味业
600681,百川能源
600696,*ST匹凸
300300,汉鼎宇佑
002359,齐星铁塔
300324,旋极信息
300020,银江股份
300064,豫金刚石
601000,唐山港
002094,青岛金王
300437,清水源
300575,中旗股份
002321,华英农业
603663,三祥新材
600009,上海机场
600276,恒瑞医药
600535,天士力
000803,*ST金宇
300113,顺网科技
002570,贝因美
600900,长江电力
600297,广汇汽车
002273,水晶光电
600703,三安光电
600104,上汽集团
300407,凯发电气
600959,江苏有线
601006,大秦铁路
600704,物产中大
000635,英 力 特
600804,鹏博士
000651,格力电器
002145,中核钛白
603027,千禾味业
603986,兆易创新
601100,恒立液压
600460,士兰微
600690,青岛海尔
601288,农业银行
600177,雅戈尔
600179,安通控股
601336,新华保险
601985,中国核电
002035,华帝股份
002761,多喜爱
600352,浙江龙盛
600970,中材国际
600056,中国医药
300145,中金环境
600210,紫江企业
603037,凯众股份
601607,上海医药
002127,南极电商
002125,湘潭电化
601933,永辉超市
600741,华域汽车
002648,卫星石化
603639,海利尔
600241,时代万恒
300180,华峰超纤
300136,信维通信
002832,比音勒芬
002148,北纬通信
002101,广东鸿图
002759,天际股份
601601,中国太保
002617,露笑科技
600097,开创国际
300038,梅泰诺
600549,厦门钨业
600519,贵州茅台
002555,三七互娱
002543,万和电气
603660,苏州科达
603559,中通国脉
603398,邦宝益智
603345,安井食品
603268,松发股份
601111,中国国航
601069,西部黄金
600846,同济科技
600834,申通地铁
600671,天目药业
600657,信达地产
600643,爱建集团
600609,金杯汽车
600547,山东黄金
600499,科达洁能
600490,鹏欣资源
600633,浙数文化
300001,特锐德
600062,华润双鹤
603883,老百姓
002205,国统股份
603032,德新交运
600035,楚天高速
600963,岳阳林纸
600180,瑞茂通
002271,东方雨虹
600926,杭州银行
300176,鸿特精密
002180,艾派克
603900,通灵珠宝
603337,杰克股份
300558,贝达药业
002765,蓝黛传动
002083,孚日股份
300156,神雾环保
002831,裕同科技
300275,梅安森
600446,金证股份
002583,海能达
300596,利安隆
603199,九华旅游
000568,泸州老窖
002624,完美世界
000858,五 粮 液
600290,华仪电气
300441,鲍斯股份
002821,凯莱英
600452,涪陵电力
002382,蓝帆医疗
601088,中国神华
300408,三环集团
600120,浙江东方
603077,和邦生物
603738,泰晶科技
600265,ST景谷
603729,龙韵股份
000661,长春高新
300170,汉得信息
300533,冰川网络
002415,海康威视
603939,益丰药房
000417,合肥百货
603228,景旺电子
300519,新光药业
600338,西藏珠峰
601588,北辰实业
603313,梦百合
000877,天山股份
300208,恒顺众昇
002262,恩华药业
600055,万东医疗
